CODIGO_ESTADO;ESTADO;CODIGO_MUNICIPIO;MUNICIPIO;CODIGO_PARROQUIA;PARROQUIA;CODIGO_CENTRO;CENTRO;DIRECCION;CANTIDAD_MESAS;MESAS_AUTO;VENEZOLANOS;EXTRANJEROS;ELECTORES;TRANSMISION
9;EDO. FALCON;10;CE. MIRANDA;1;PQ. SAN ANTONIO;91001019;UNIDAD EDUCATIVA SIMON BOLIVAR;AVENIDA PRINCIPAL LAS VELITAS FRENTE BLOQUE 37. CORO;5;5;2512;0;2512;T
9;EDO. FALCON;10;CE. MIRANDA;1;PQ. SAN ANTONIO;91001020;ESCUELA BASICA VELITA II;URBANIZACI‡N: LA VELITA II. FRENTE CALLE 15. REFERENCIA AL LADO DEL CENTRO DE DIAGNOSTICO INTEGRAL;7;7;3777;0;3777;T
9;EDO. FALCON;10;CE. MIRANDA;1;PQ. SAN ANTONIO;91001021;CENTRO DE EDUCACION INICIAL SIMON BOLIVAR;URBANIZACI‡N: LAS VELITAS. FRENTE CALLE PRINCIPAL. REFERENCIA ENTRE BLOQUE 17 Y 19 DE LA URBANIZACION;5;5;2514;0;2514;T
9;EDO. FALCON;10;CE. MIRANDA;1;PQ. SAN ANTONIO;91001022;ESCUELA BASICA BOLIVARIANA MIGUEL LOPEZ GARCIA;URBANIZACI‡N: CRUZ VERDE. FRENTE CALLE 4 DE CRUZ VERDE. IZQUIERDA CALLE MIGUEL LOPEZ GARCIA. DERECHA CALLEJ‡N 13 CRUZ VERDE. REFERENCIA FRENTE A LA PANADERIA VIRGEN DE GUADALUPE;7;7;3739;0;3739;T
9;EDO. FALCON;10;CE. MIRANDA;1;PQ. SAN ANTONIO;91001023;ESCUELA BOLIVARIANA SAN ANTONIO;URBANIZACI‡N CRUZ VERDE DERECHA CALLE JOSE ANTONIO PAEZ. FRENTE CALLE 3 URBANIZACION ANTONIO JOSE DE SUCRE. IZQUIERDA CALLEJ‡N DIEGO LEON ZUNIAGA DETRAS DEL STADIUM ORLANDO SALAS CASA;6;6;3034;0;3034;T
9;EDO. FALCON;10;CE. MIRANDA;1;PQ. SAN ANTONIO;91001024;ESCUELA BASICA REGINA PIA DE ANDARA;SECTOR: LA CA•ADA. FRENTE CALLE ANDRES BELLO. IZQUIERDA CALLE JOSE LEONARDO CHIRINOS. DERECHA CALLE JOSE MARIA VARGAS. REFERENCIA DETRAS DE LA MARMOLERIA CORO;6;6;3434;0;3434;T
9;EDO. FALCON;10;CE. MIRANDA;1;PQ. SAN ANTONIO;91001026;UNIDAD EDUCATIVA ALBERTO FURZAN;URBANIZACI‡N: CRUZ VERDE. FRENTE CALLE 4 DE CRUZ VERDE. IZQUIERDA CALLE 11 DE CRUZ VERDE. DERECHA CALLE 9 DE CRUZ VERDE. REFERENCIA DIAGONAL AL TANQUE DE LA CRUZ VERDE;4;4;2123;0;2123;T
9;EDO. FALCON;10;CE. MIRANDA;1;PQ. SAN ANTONIO;91001027;ESCUELA BASICA 5 DE JULIO;SECTOR: 5 DE JULIO. FRENTE CALLEJ‡N PROYECTO. IZQUIERDA CALLEJ‡N EL SOL. DERECHA CALLE UNION. REFERENCIA ENTADA AL CALLEJON PROYECTO CON CALLE NUEVA BARRIO 5 DE JULIO. CORO;3;3;1671;0;1671;T
9;EDO. FALCON;10;CE. MIRANDA;1;PQ. SAN ANTONIO;91001028;MULTI HOGAR XIV NI•O HOGAR FETRA FALCON;URBANIZACI‡N: MONSENOR ITURRIZA. FRENTE CALLE 3 MONSENOR ITURRIZA. REFERENCIA A UNA CUADRA DEL STADIUM DE LA URBANIZACION MONSE•OR ITURRIZA;4;4;2199;0;2199;T
9;EDO. FALCON;10;CE. MIRANDA;1;PQ. SAN ANTONIO;91001029;ESCUELA BASICA MIXTA EL JEBE VIEJO;URBANIZACI‡N: LOS MEDANOS. FRENTE CALLE 4. IZQUIERDA TRANSVERSAL 1. DERECHA AVENIDA 1. REFERENCIA A MEDIA CUADRA DEL PRESCOLAR EL JEBE;4;4;2033;0;2033;T
9;EDO. FALCON;10;CE. MIRANDA;1;PQ. SAN ANTONIO;91001030;CENTRO DE EDUCACION INICIAL MIGUEL LOPEZ GARCIA;SECTOR: CRUZ VERDE. FRENTE CALLE 13. IZQUIERDA CALLE 2. DERECHA CALLE 4. REFERENCIA AL LADO DE LA BIBLIOTECA JOSE LEONARDO CHIRINOS;3;3;1277;0;1277;T
9;EDO. FALCON;10;CE. MIRANDA;1;PQ. SAN ANTONIO;91001031;ESCUELA BASICA BOLIVARIANA LAS EUGENIAS;URBANIZACI‡N: LAS EUGENIAS. FRENTE CALLE JOSE LEONARDO CHIRINOS. IZQUIERDA CALLE 4 ETAPA LAS EUGENIAS. REFERENCIA DETRAS DEL COMPLEJO JATAR;3;3;1281;0;1281;T
9;EDO. FALCON;10;CE. MIRANDA;1;PQ. SAN ANTONIO;91001032;ESCUELA DE EDUCACION INICIAL JUAN CRISOSTOMO FALCON;SECTOR: LA GUINEA. FRENTE CALLE COLON. IZQUIERDA CALLE MONZON. DERECHA CALLE LIBERTAD. REFERENCIA DIAGONAL A LA PANADERIA FATIMA;1;1;397;0;397;T
9;EDO. FALCON;10;CE. MIRANDA;1;PQ. SAN ANTONIO;91001033;ESCUELA BASICA BOLIVARIANA LA URBINA;SECTOR: LA URBINA. FRENTE CALLE PRINCIPAL SECTOR LA URBINA;1;1;333;0;333;T
9;EDO. FALCON;10;CE. MIRANDA;1;PQ. SAN ANTONIO;91001034;CENTRO DE EDUCACION INICIAL CAPULLITO;URBANIZACI‡N: VELITA. FRENTE CALLE 1. IZQUIERDA CALLE 3. DERECHA CALLE 4. REFERENCIA LICORERIA EL PATRON;2;2;663;0;663;T
9;EDO. FALCON;10;CE. MIRANDA;1;PQ. SAN ANTONIO;91001036;ESCUELA BOLIVARIANA ESTADAL JULIO CESAR PARRA;CALLE NEGRO PRIMERO ENTRE MIRAMAR Y FAJARDO. BARRIO ZUMURUCUARE. CORO;2;2;963;0;963;T
9;EDO. FALCON;10;CE. MIRANDA;1;PQ. SAN ANTONIO;91001037;COMUNIDAD PENITENCIARIA DE CORO;SECTOR: SAN AGUSTIN. FRENTE CARRETERA FALCON - ZULIA. IZQUIERDA CALLE PRINCIPAL  SAN AGUSTIN. REFERENCIA A 1 KILOMETRO DEL COMANDO DE LA GUARDIA NACIONAL;1;1;298;0;298;T
9;EDO. FALCON;10;CE. MIRANDA;1;PQ. SAN ANTONIO;91001038;C.E.I SIMONCITO DO•A LULA DE PARRA LEON;SECTOR: CURAZAITO. FRENTE AVENIDA EL TENIS. IZQUIERDA AVENIDA SUCRE. REFERENCIA AL LADO DE SECRETARIA DE SALUD;1;1;472;0;472;T
9;EDO. FALCON;10;CE. MIRANDA;1;PQ. SAN ANTONIO;91001039;C.E.I. SIMONCITO ROMULO GALLEGOS;URBANIZACI‡N: VELITAS II. FRENTE CALLE 18. IZQUIERDA CALLE 21. DERECHA CALLE 17. REFERENCIA A UNA CUADRA DEL MODULO POLICIAL;2;2;626;0;626;T
9;EDO. FALCON;10;CE. MIRANDA;1;PQ. SAN ANTONIO;91001040;LICEO BOLIVARIANO CARLOS MARTINEZ BUENO;URBANIZACI‡N: SANTA MARIA. FRENTE CALLE 11. IZQUIERDA CALLE 19 . DERECHA CALLE 1 . REFERENCIA FRENTE A LA LINEA DE TAXIS CARRITOS NUEVA VELITA;2;2;615;0;615;T
9;EDO. FALCON;10;CE. MIRANDA;1;PQ. SAN ANTONIO;91001041;ESCUELA BOLIVARIANA CAPITAN ANTONIO RICAURTE;URBANIZACI‡N: CRUZ VERDE. FRENTE CALLE 2 DE CRUZ VERDE. IZQUIERDA CALLE 9 DE CRUZ VERDE. DERECHA CALLE 7 DE CRUZ VERDE. REFERENCIA A UNA CUADRA DE LA CANCHA TECHADA LOS QUINTOS;1;1;241;0;241;T
9;EDO. FALCON;10;CE. MIRANDA;1;PQ. SAN ANTONIO;91001042;CENTRO DE EDUCACION INICIAL JOSEFA CAMEJO TALAVERA;URBANIZACI‡N ARISTIDES CALVANI DERECHA CALLE 7. IZQUIERDA CALLE 6. FRENTE CALLE PRINCIPAL AL LADO DEL MODULO POLICIAL POLIMIRANDA CASA;1;1;530;0;530;T
9;EDO. FALCON;10;CE. MIRANDA;1;PQ. SAN ANTONIO;91001043;ESCUELA DE EDUACION INICIAL GENERALISIMO FRANCISCO DE MIRANDA II;URBANIZACI‡N: FRANCISCO MIRANDA. FRENTE AVENIDA PRINCIPAL. REFERENCIA FINAL DE LA AVENIDA PRINCIPA;1;1;280;0;280;T
9;EDO. FALCON;10;CE. MIRANDA;2;PQ. SAN GABRIEL;91002001;UNIDAD BASICA RAFAEL CALLES SIERRA;URB INDEPENDENCIA CORO;7;7;3610;0;3610;T
9;EDO. FALCON;10;CE. MIRANDA;2;PQ. SAN GABRIEL;91002002;LICEO BOLIVARIANO CESAR AUGUSTO AGREDA;SECTOR: BOBARE. FRENTE AVENIDA BUCHIVACOA. IZQUIERDA CALLEJ‡N IGNACIO SARMIENTO. DERECHA AVENIDA PINTO SALINAS. REFERENCIA AL LADO DE POLICORO;8;8;4441;0;4441;T
9;EDO. FALCON;10;CE. MIRANDA;2;PQ. SAN GABRIEL;91002003;UNIDAD GERIATRICA DR JOSE D BEAUJON;SECTOR LOS ORUMOS IZQUIERDA AVENIDA LIBERTADOR. FRENTE AVENIDA INDEPENDENCIA A 300 METROS DE LA CONTRALORIA DEL ESTADO CASA;4;4;1840;0;1840;T
9;EDO. FALCON;10;CE. MIRANDA;2;PQ. SAN GABRIEL;91002004;ESCUELA BµSICA CASTULO MARMOL FERRER;SECTOR: BOBARE. FRENTE AVENIDA PINTO SALINAS. IZQUIERDA AVENIDA MARACAIBO. DERECHA CALLE SANCHEZ MORON. REFERENCIA IGLESIA SANTISIMA TRINIDAD;4;4;2135;0;2135;T
9;EDO. FALCON;10;CE. MIRANDA;2;PQ. SAN GABRIEL;91002005;ESCUELA BASICA BOLIVARIANA CARMEN DE TOVAR;SECTOR: CHIMPIRE. FRENTE CALLE MAPARARI. IZQUIERDA CALLEJ‡N LAS FLORES. DERECHA CALLEJ‡N CRISTAL. REFERENCIA A DOS CUADRAS DEL INCES FALCON;6;6;3126;0;3126;T
9;EDO. FALCON;10;CE. MIRANDA;2;PQ. SAN GABRIEL;91002006;ESCUELA DE EDUCACION INICIAL SAN BOSCO;SECTOR: CONCORDIA. FRENTE CALLE DUVISI. IZQUIERDA CALLE CONCORDIA. DERECHA CARRETERA VARIANTE NORTE. REFERENCIA DETRAS PANADERIA LARA;3;3;1649;0;1649;T
9;EDO. FALCON;10;CE. MIRANDA;2;PQ. SAN GABRIEL;91002007;ESCUELA BASICA CESAR ARTEAGA CASTRO;SECTOR: SAN BOSCO. FRENTE AVENIDA LOS ORUMOS. IZQUIERDA CALLE ALI PRIMERA. DERECHA AVENIDA INDEPENDENCIA. REFERENCIA DIAGONAL POLITECNICO ALONSO GAMERO;2;2;1142;0;1142;T
9;EDO. FALCON;10;CE. MIRANDA;2;PQ. SAN GABRIEL;91002008;ESCUELA BASICA BOLIVARIANA CIUDAD DE CORO;SECTOR PANTANO CENTRO DERECHA CALLE NORTE. IZQUIERDA CALLE MIRANDA. FRENTE CALLEJ‡N ITURBE AL LADO DEL CENTRO DE EDUCACION INICIAL CIUDAD DE CORO EDIFICIO;5;5;2918;0;2918;T
9;EDO. FALCON;10;CE. MIRANDA;2;PQ. SAN GABRIEL;91002009;CENTRO DE EDUCACION INICIAL CIUDAD DE CORO;SECTOR PANTANO CENTRO DERECHA CALLE ITURBE. FRENTE CALLE NORTE. IZQUIERDA CALLEJ‡N JAMSEN AL LADO DE LA ESCUELA BASICA BOLIVARIANA CIUDAD DE CORO CASA;3;3;1479;0;1479;T
9;EDO. FALCON;10;CE. MIRANDA;2;PQ. SAN GABRIEL;91002011;CENTRO PRE-ESCOLAR ASISTENCIAL DIVINO NI•O;URBANIZACI‡N: INDEPENDENCIA. FRENTE CALLE AGUSTIN GARCIA. IZQUIERDA CALLE TEODORO CAGUAO. DERECHA CALLE PRINCIPAL . REFERENCIA AL LADO DEL ALBERGE DE MENORES;5;5;2689;0;2689;T
9;EDO. FALCON;10;CE. MIRANDA;2;PQ. SAN GABRIEL;91002012;ESCUELA PREVOCACIONAL FRANCISCO DE MIRANDA;SECTOR: SAN BOSCO. FRENTE CALLE JOSE DAVID CURIEL. IZQUIERDA AVENIDA LOS MEDANOS. DERECHA CALLE SAN BOSCO. REFERENCIA DETRAS DE LA IGLESIA SAN BOSCO;2;2;1143;0;1143;T
9;EDO. FALCON;10;CE. MIRANDA;2;PQ. SAN GABRIEL;91002013;UNIDAD EDUCATIVA LUCRECIA DE GUARDIA;URBANIZACION SAN BOSCO AVENIDA LOS ORUMOS CORO;4;4;1932;0;1932;T
9;EDO. FALCON;10;CE. MIRANDA;2;PQ. SAN GABRIEL;91002014;ESCUELA TECNICA INDUSTRIAL ROBINSONIANA CORO  EXTENSION SAN JOSE;SECTOR SAN JOSE IZQUIERDA CALLE ROMULO GALLEGOS. FRENTE CALLE REY DEL BOSQUE. DERECHA CALLEJ‡N SAN JUAN AL LADO DEL CENTRO DE EDUCACION INICIAL SAN JOSE CASA;7;7;3947;0;3947;T
9;EDO. FALCON;10;CE. MIRANDA;2;PQ. SAN GABRIEL;91002015;CENTRO DE EDUCACION INICIAL SIMONCITO  MADRE EMILIA DE SAN JOSE;SECTOR SAN JOSE FRENTE CALLE ROMULO GALLEGOS. IZQUIERDA CALLEJ‡N LAS MALVINAS A UNA CUADRA DEL AMBULATORIO SAN JOSE CASA;4;4;1938;0;1938;T
9;EDO. FALCON;10;CE. MIRANDA;2;PQ. SAN GABRIEL;91002017;ESCUELA DE EDUCACION INICIAL BOBARE;SECTOR: BOBARE. FRENTE AVENIDA BUCHIVACOA. IZQUIERDA CALLEJ‡N COVIOBRENCO. DERECHA AVENIDA PINTO SALINA. REFERENCIA AL LADO DEL LICEO CESAR AUGUSTO AGREDA;2;2;778;0;778;T
9;EDO. FALCON;10;CE. MIRANDA;2;PQ. SAN GABRIEL;91002018;UNIDAD EDUCATIVA INSTITUTO JESUS EL NAZARENO;URBANIZACION INDEPENDENCIA 4TAETAPA, CORO;2;2;853;0;853;T
9;EDO. FALCON;10;CE. MIRANDA;2;PQ. SAN GABRIEL;91002019;CENTRO DE EDUCACION INICIAL 5 DE JULIO;SECTOR 5 DE JULIO FRENTE CALLE MAPARARI. DERECHA SENDERO UNEFM. IZQUIERDA SENDERO INCES ANEXO AL INCES CASA;2;2;720;0;720;T
9;EDO. FALCON;10;CE. MIRANDA;2;PQ. SAN GABRIEL;91002020;CENTRO DE EDUCACION INICIAL SIMONCITO CESAR AUGUSTO AGREDA;SECTOR BOBARE SUR IZQUIERDA AVENIDA TIRSO SALAVARRIA. DERECHA CALLE SOL. FRENTE CALLEJ‡N JURADO A UNA CUADRA DEL TERMINAL DE PASAJEROS EDIFICIO;2;2;796;0;796;T
9;EDO. FALCON;10;CE. MIRANDA;2;PQ. SAN GABRIEL;91002021;CENTRO DE EDUCACION INICIAL SIMONCITO EL CARDONCITO;SECTOR SAN JOSE DERECHA CALLE ALI PRIMERA. FRENTE CALLE AGUSTIN GARCIA. IZQUIERDA CALLEJ‡N AGUSTIN GARCIA A 100 METROS DEL AMBULATORIO DE SAN JOSE CASA;1;1;298;0;298;T
9;EDO. FALCON;10;CE. MIRANDA;2;PQ. SAN GABRIEL;91002022;UNIDAD EDUCATIVA INSTITUTO MIGUEL ANGEL;SECTOR CHIMPIRE DERECHA CALLE COLINA. IZQUIERDA CALLE GONZALEZ. FRENTE CALLE FALCON DIAGONAL A LA IGLESIA SAN GABRIEL CASA;2;2;993;0;993;T
9;EDO. FALCON;10;CE. MIRANDA;3;PQ. SANTA ANA;91003001;COMPLEJO EDUCATIVO PESTALOZZI;SECTOR PANTANO ABAJO IZQUIERDA CALLE MIRANDA. FRENTE CALLE 23 DE ENERO. DERECHA CALLEJ‡N ZAMORA DETRAS DEL LICEO CORO EDIFICIO;7;7;3752;0;3752;T
9;EDO. FALCON;10;CE. MIRANDA;3;PQ. SANTA ANA;91003002;ESCUELA SIMONCITO ANDRES BELLO;SECTOR: 28 DE JULIO. FRENTE CALLE GARCES. IZQUIERDA CALLE LA PAZ. DERECHA SENDERO QUEBRADA DE CHAVEZ. REFERENCIA A TRES CUADRAS DE LA AVENIDA SUCRE;2;2;1050;0;1050;T
9;EDO. FALCON;10;CE. MIRANDA;3;PQ. SANTA ANA;91003003;ESCUELA TECNICA ROBINSONIANA CORO;SECTOR: PATANO ABAJO. FRENTE CALLEJ‡N CUBA. IZQUIERDA CALLE ZAMORA. DERECHA CALLE MIRANDA. REFERENCIA TRES CUADRAS TEATRO ARMONIA;4;4;1947;0;1947;T
9;EDO. FALCON;10;CE. MIRANDA;3;PQ. SANTA ANA;91003004;UNIDAD EDUCATIVA LICEO CECILIO ACOSTA;SECTOR: CENTRO. FRENTE CALLE AMPIES. IZQUIERDA CALLE BUCHIVACOA. DERECHA CALLE CHURUGUARA. REFERENCIA DIAGONAL AL  BANCO BOD;6;6;3266;0;3266;T
9;EDO. FALCON;10;CE. MIRANDA;3;PQ. SANTA ANA;91003005;ESCUELA DE EDUCACION INICIAL MENCA DE LEONIS;SECTOR: SAN NICOLAS. FRENTE CALLE FALCON. IZQUIERDA CALLEJ‡N HOSPITAL. DERECHA CALLE COLON. REFERENCIA AL LADO DEL INTERNADO JUDICIAL DE CORO;2;2;682;0;682;T
9;EDO. FALCON;10;CE. MIRANDA;3;PQ. SANTA ANA;91003007;ESCUELA BOLIVARIANA DIEGO LEON ZUNIAGA;SECTOR: SAN NICOLAS. FRENTE CALLE CHURUGUARA. IZQUIERDA CALLE LA ISLA. DERECHA CALLE MILAGRO. REFERENCIA CERCA DE LA PLZA CHEMA SAHER;5;5;2682;0;2682;T
9;EDO. FALCON;10;CE. MIRANDA;3;PQ. SANTA ANA;91003008;ESCUELA DE EDUCACION INICIAL SIMONCITO MONSE•OR ITURRIZA;SECTOR: SAN NICOLAS. FRENTE CALLEJ‡N EL SILENCIO. IZQUIERDA CALLE BUCHIVACOA. DERECHA CALLE PAZ. REFERENCIA DETRAS DEL CEMENTERIO VIEJO DE CORO;3;3;1522;0;1522;T
9;EDO. FALCON;10;CE. MIRANDA;3;PQ. SANTA ANA;91003009;ESCUELA DE EDUCACION INICIAL JOSEFIN LEIDENZ;SECTOR PANTANO CENTRO DERECHA CALLE URDANETA. IZQUIERDA CALLE MIRANDA. FRENTE CALLE FEDERACION DETRAS DE LA ALCALDIA DE MIRANDA CASA;3;3;1249;0;1249;T
9;EDO. FALCON;10;CE. MIRANDA;3;PQ. SANTA ANA;91003010;INTERNADO JUDICIAL DE CORO;SECTOR: SAN NICOLAS. FRENTE CALLE COLON. IZQUIERDA CALLE SUCRE. DERECHA CALLE PAZ. REFERENCIA FRETE PLAZA ANTONIO JOSE DE SUCRE;1;1;402;0;402;T
9;EDO. FALCON;10;CE. MIRANDA;3;PQ. SANTA ANA;91003011;ESCUELA TECNICA INDUSTRIAL MADRE MAZZARELLO;SECTOR: CENTRO. FRENTE CALLE FALCON. IZQUIERDA CALLE COLON. DERECHA CALLE FEDERACION. REFERENCIA DIAGONAL AL CLUB BOLIVAR;1;1;374;0;374;T
9;EDO. FALCON;10;CE. MIRANDA;3;PQ. SANTA ANA;91003012;ESCUELA DE EDUCACION INICIAL  DE LA FUERZA ARMADA POLICIAL;SECTOR: CASTULO MARMOL. FRENTE AVENIDA ROOSVELT. IZQUIERDA AVENIDA SUCRE. DERECHA CARRETERA VARIANTE NORTE. REFERENCIA AL LADO DE LA COMANDANCIA DE LA POLICIA;1;1;429;0;429;T
9;EDO. FALCON;10;CE. MIRANDA;4;PQ. GUZMAN GUILLERMO;91004001;ESCUELA BASICA BOLIVARIANA LA NEGRITA;SECTOR: LA NEGRITA. FRENTE BULEVAR PLAZA BOLIVAR. DERECHA CARRETERA VIA CORO CURIMAGUA. REFERENCIA CARRETERA VIA LA NEGRITA. CASERIO LA NEGRITA;2;2;639;0;639;T
9;EDO. FALCON;10;CE. MIRANDA;4;PQ. GUZMAN GUILLERMO;91004002;ESCUELA BASICA BOLIVARIANA SANTA MARIA DE LA CHAPA;CASER÷O: SANTA MARIA. FRENTE CARRETERA PRINCIPAL;1;1;199;0;199;T
9;EDO. FALCON;10;CE. MIRANDA;4;PQ. GUZMAN GUILLERMO;91004003;ESCUELA BASICA BOLIVARIANA JUAN RAMON LUGO;CASER÷O: LA CHAPA. FRENTE CARRETERA PRINCIPAL;1;1;465;0;465;T
9;EDO. FALCON;10;CE. MIRANDA;4;PQ. GUZMAN GUILLERMO;91004004;ESCUELA BASICA NACIONAL BOLIVARIANA MACUQUITA;CASER÷O: MACUQUITA. FRENTE CARRETERA PRINCIPAL;1;1;155;0;155;T
9;EDO. FALCON;10;CE. MIRANDA;4;PQ. GUZMAN GUILLERMO;91004005;ESCUELA BASICA BOLIVARIANA AQUILES JOSE ROMERO;SECTOR: LA ESPERANZA. FRENTE CARRETERA PRINCIPAL . DERECHA CARRETERA VIA LOS POZOS . REFERENCIA A UNA CUADRA DE EL PARQUE INFANTIL DE EL CASERIO;2;2;1033;0;1033;T
9;EDO. FALCON;10;CE. MIRANDA;4;PQ. GUZMAN GUILLERMO;91004006;ESCUELA BASICA BOLIVARIANA SIBURUA;SECTOR: SIBURUA. FRENTE CARRETERA VIA SIBURUA MEACHICHE. IZQUIERDA CALLE PRINCIPAL SIBURUA. DERECHA CALLE PRINCIPAL. REFERENCIA CARRETERA VIA LA NEGRITA.CASERIO SIBURUA-MEACHICHE;1;1;383;0;383;T
9;EDO. FALCON;10;CE. MIRANDA;4;PQ. GUZMAN GUILLERMO;91004007;ESCUELA BASICA NACIONAL BOLIVARIANA. ARENALES;CARRETERA VIEJA DE CHURUGUARA. ARENALES;1;1;489;0;489;T
9;EDO. FALCON;10;CE. MIRANDA;4;PQ. GUZMAN GUILLERMO;91004008;ESCUELA BASICA NACIONAL BOLIVARIANA BEJUQUERO;SECTOR: BEJUQUERO. FRENTE CARRETERA VIEJA BEJUQUERO SANTA RITA. DERECHA CARRETERA CORO CHURUGUARA;1;1;508;0;508;T
9;EDO. FALCON;10;CE. MIRANDA;4;PQ. GUZMAN GUILLERMO;91004009;ESCUELA BASICA BOLIVARIANA QUIRAGUA;CASER÷O: QUIRAGUA. FRENTE CARRETERA PRINCIPAL;1;1;236;0;236;T
9;EDO. FALCON;10;CE. MIRANDA;4;PQ. GUZMAN GUILLERMO;91004010;CENTRO DE EDUCACION INICIAL SIBURUA;SECTOR: SIBURUA. FRENTE CALLE PRINCIPAL. IZQUIERDA CARRETERA VIA SIBURUA . DERECHA CAMINO REAL LOS APAMATES. REFERENCIA FRENTE  A LA CANCHA  DEPORTIVA. DE SIBURUA;1;1;222;0;222;T
9;EDO. FALCON;10;CE. MIRANDA;4;PQ. GUZMAN GUILLERMO;91004011;ESCUELA BASICA ESTADAL LOS POZOS, NUCLEO ESCOLAR RURAL 189;SECTOR: LOS POZOS. FRENTE CALLE PRINCIPAL LOS POZOS. IZQUIERDA CARRERA VIA CORO CHURUGUARA. DERECHA CARRETERA VIA LOS POZOS ZAMBRANO. REFERENCIA VIA ZAMBRANO, CASERIO LOS POZOS;1;1;318;0;318;T
9;EDO. FALCON;10;CE. MIRANDA;4;PQ. GUZMAN GUILLERMO;91004012;ESCUELA ESTADAL BOLIVARIANA LOS QUEMADOS;SECTOR LOS QUEMADOS FRENTE CARRETERA VIEJA CORO-CHURUGUARA. DERECHA SENDERO CANCHA DEPORTIVA. IZQUIERDA SENDERO TERRENO BALDIO DETRAS DEL AMBULATORIO LOS QUEMADOS CASA;1;1;182;0;182;T
9;EDO. FALCON;10;CE. MIRANDA;5;PQ. MITARE;91005001;LICEO BOLIVARIANO MITARE;CASER÷O: MITARE. FRENTE CALLE PRINCIPAL . REFERENCIA DIAGONAL ESCUELA DE EDUCACION INCIAL MITARE;3;3;1284;0;1284;T
9;EDO. FALCON;10;CE. MIRANDA;6;PQ. SABANETA;91006001;ESCUELA BASICA BOLIVARIANA MIGUEL ARMAS ADAMES;SECTOR: SABANETA. FRENTE CALLE PRINCIPAL DE SABANETA. REFERENCIA AL LADO DE LA PLAZA BOLIVAR;3;3;1498;0;1498;T
9;EDO. FALCON;10;CE. MIRANDA;6;PQ. SABANETA;91006002;ESCUELA BASICA BOLIVRIANA SANTA RITA;CASER÷O: SANTA RITA. FRENTE CARRETERA FALCON ZULIA. REFERENCIA DIAGONAL A LA CASA DE LA CULTURA;2;2;620;0;620;T
9;EDO. FALCON;10;CE. MIRANDA;6;PQ. SABANETA;91006003;ESCUELA BASICA ESTADAL  CHUCHURE;CASER÷O: CHUCHURE. FRENTE CALLE PRINCIPAL;1;1;186;0;186;T
9;EDO. FALCON;10;CE. MIRANDA;6;PQ. SABANETA;91006004;ESCUELA BASICA ESTADAL  CARAZAO;SECTOR: CARAZAO. FRENTE CARRETERA CARRETERA VIA CONEJAL. IZQUIERDA CARRETERA FALCON - ZULIA. REFERENCIA AL FRENTE DE LA IGLESIA EVANGELICA VOZ QUE CLAMA EN EL DECIERTO;1;1;543;0;543;T
9;EDO. FALCON;10;CE. MIRANDA;6;PQ. SABANETA;91006005;ESCUELA BOLIVARIANA PIEDRAS VOLTEADA;SECTOR: PIEDRAS VOLTEADA. FRENTE CARRETERA VIA HACIA PECAYA. IZQUIERDA CAMINO CAMINO DE TIERRA. DERECHA CAMINO CAMINO DE TIERRA. REFERENCIA VIA PRINCIPAL PIEDRAS VOLTEADAS;1;1;197;0;197;T
9;EDO. FALCON;10;CE. MIRANDA;6;PQ. SABANETA;91006006;ESCUELA PRIMARIA BOLIVARIANA BARRIALITO;CASER÷O: BARRIALITO. FRENTE CARRETERA FALCON ZULIA. REFERENCIA A LADO DE LA ENTRADA DEL CASERIO MITARE;1;1;178;0;178;T
9;EDO. FALCON;10;CE. MIRANDA;6;PQ. SABANETA;91006007;ESCUELA BASICA UNITARIA SAN ANTONIO;CASER÷O SAN ANTONIO DERECHA CALLE PRINCIPAL DE SAN ANTONIO. IZQUIERDA CARRETERA VIA CHUCHURE. FRENTE CAMINO VIA A LA FALCON ZULIA VIA CHUCHURE CARRETERA FALCON ZULIA CASA;1;1;74;0;74;T
9;EDO. FALCON;10;CE. MIRANDA;7;PQ. RIO SECO;91007001;ESCUELA BOLIVARIANA YOLANDA FUGUET DE MEDINA;SECTOR: COLOMBIA. FRENTE CALLE PRINCIPAL. REFERENCIA DIAGONAL A LA JUNTA PARROQUIAL;3;3;1258;0;1258;T
9;EDO. FALCON;10;CE. MIRANDA;7;PQ. RIO SECO;91007002;ESCUELA BASICA ESTADAL CABECERA;SECTOR CABECERA IZQUIERDA CARRETERA FALCON-ZULIA. FRENTE CARRETERA VIA AL SECTOR RIO SECO. DERECHA CAMINO AL AMBULATORIO RURAL DE CABECERA FRENTE A LA CANCHA DEPORTIVA CASA;2;2;811;0;811;T
9;EDO. FALCON;11;MP. PETIT;1;PQ. CABURE;91101001;ESCUELA BASICA BOLIVARIANA MANUEL ANTONIO GARCIA;SECTOR: MIRAFLORES. FRENTE CALLE PEDRO ANTONIO PALENCIA;5;5;2525;0;2525;T
9;EDO. FALCON;11;MP. PETIT;1;PQ. CABURE;91101002;ESCUELA BASICA BOLIVARIANA SAN HILARIO;CASER÷O: SAN HILARIO. FRENTE CARRETERA CABURE-RAMONAL. IZQUIERDA CAMINO REAL. DERECHA CAMINO REAL;1;1;358;0;358;T
